id,name_vi,aliases,category,kcal_100g,protein_g,carb_g,fat_g,fiber_g,sugar_g,na_mg,k_mg,p_mg,purine_mg,purine_source_ref,gi_index,gi_source,gi_source_ref,contains_allergens,source,source_ref,is_estimated
174531,"Sauce, fish, ready-to-serve",,súp & nước sốt,35,5.06,3.64,0.01,0,,7851,288,7,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174531",FALSE
174532,"Soup, shark fin, restaurant-prepared",,súp & nước sốt,46,3.2,3.8,2,0,,501,53,21,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174532",FALSE
174533,"Soup, bean & ham, canned, reduced sodium, prepared with water or ready-to-serve",,súp & nước sốt,81,4.19,13.66,1.03,4,,187,158,13,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174533",FALSE
174534,"Split pea soup, canned, reduced sodium, prepared with water or ready-to serve",,súp & nước sốt,71,3.85,11.83,0.92,1.9,,166,183,54,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174534",FALSE
174535,"Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve",,súp & nước sốt,68,4,11.4,0.7,1.9,,196,204,54,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174535",FALSE
174536,"Soup, chicken broth, ready-to-serve",,súp & nước sốt,6,0.64,0.44,0.21,0,,371,18,4,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174536",FALSE
174537,"Soup, cream of chicken, canned, prepared with equal volume milk",,súp & nước sốt,77,3.01,6.04,4.62,0.1,,362,110,61,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174537",FALSE
174538,"Soup, vegetable, canned, low sodium, condensed",,súp & nước sốt,65,2.2,12.11,0.9,2.1,,385,433,45,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174538",FALSE
174539,"Soup, clam chowder, new england, canned, prepared with equal volume low fat (2%) milk",,súp & nước sốt,61,3.24,7.46,2.02,0.3,,273,179,173,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174539",FALSE
174540,"Soup, cream of mushroom, canned, prepared with equal volume low fat (2%) milk",,súp & nước sốt,65,2.36,5.76,3.58,0.3,,357,103,59,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174540",FALSE
174541,"Soup, cream of onion, canned, prepared with equal volume milk",,súp & nước sốt,75,2.74,7.4,3.78,0.3,,405,125,62,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174541",FALSE
174542,"Sauce, white, thin, prepared-from-recipe, with butter",,súp & nước sốt,72,3.95,8.29,2.56,0.1,,184,167,110,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174542",FALSE
174543,"Sauce, sweet and sour, prepared-from-recipe",,súp & nước sốt,79,1.84,16.72,0.58,0.4,,347,193,30,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174543",FALSE
174544,"Sauce, barbecue, KRAFT, original",,súp & nước sốt,172,0.74,40.77,0.62,0.4,,1242,247,19,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174544",FALSE
174546,"Soup, tomato, canned, prepared with equal volume low fat (2%) milk",,súp & nước sốt,55,2.42,9.82,1.24,0.5,,206,343,63,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174546",FALSE
174547,"CAMPBELL'S, Tomato Soup, condensed",,súp & nước sốt,71,1.46,15.22,0.44,1.1,,377,562,31,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174547",FALSE
174548,"CAMPBELL'S CHUNKY, Classic Chicken Noodle Soup",,súp & nước sốt,47,3.41,5.41,1.3,1,,325,90,35,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174548",FALSE
174549,"Soup, cream of asparagus, canned, prepared with equal volume water",,súp & nước sốt,35,0.94,4.38,1.68,0.2,,402,71,16,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174549",FALSE
174550,"Soup, cheese, canned, prepared with equal volume water",,súp & nước sốt,63,2.19,4.26,4.24,0.4,,388,62,55,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174550",FALSE
174551,"Soup, chicken broth, canned, prepared with equal volume water",,súp & nước sốt,16,2.02,0.38,0.57,0,,306,86,30,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174551",FALSE
174552,"CAMPBELL'S CHUNKY, Hearty Beef Barley Soup",,súp & nước sốt,56,2.89,8.98,0.92,1,,308,129,55,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174552",FALSE
174553,"Soup, cream of chicken, canned, prepared with equal volume water",,súp & nước sốt,48,1.41,3.8,3.02,0.1,,347,36,15,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174553",FALSE
174554,"Soup, clam chowder, manhattan, canned, prepared with equal volume water",,súp & nước sốt,30,0.85,4.77,0.86,0.6,,226,74,16,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174554",FALSE
174555,"Soup, clam chowder, new england, canned, prepared with equal volume water",,súp & nước sốt,35,1.55,5.05,1.01,0.3,,254,108,127,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174555",FALSE
174556,"CAMPBELL'S CHUNKY, New England Clam Chowder",,súp & nước sốt,81,2.46,9.01,3.85,1.2,,353,115,40,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174556",FALSE
174557,"Soup, beef broth, bouillon, consomme, prepared with equal volume water",,súp & nước sốt,12,2.22,0.73,0,0,,264,64,13,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174557",FALSE
174558,"Soup, mushroom with beef stock, canned, prepared with equal volume water",,súp & nước sốt,35,1.29,3.81,1.65,0.3,,397,65,15,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174558",FALSE
174559,"Soup, cream of onion, canned, prepared with equal volume water",,súp & nước sốt,44,1.13,5.2,2.16,0.4,,380,49,15,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174559",FALSE
174561,"Soup, pea, green, canned, prepared with equal volume water",,súp & nước sốt,61,3.2,9.88,1.09,1.9,,336,71,47,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174561",FALSE
174562,"Soup, turkey noodle, canned, prepared with equal volume water",,súp & nước sốt,28,1.6,3.54,0.82,0.3,,334,31,20,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174562",FALSE
174563,"Soup, turkey vegetable, canned, prepared with equal volume water",,súp & nước sốt,30,1.28,3.58,1.26,0.2,,376,73,17,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174563",FALSE
174564,"Soup, vegetarian vegetable, canned, prepared with equal volume water",,súp & nước sốt,28,0.86,4.89,0.79,0.3,,338,86,14,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174564",FALSE
174565,"Soup, vegetable beef, canned, prepared with equal volume water",,súp & nước sốt,31,2.23,4.06,0.76,0.8,,349,69,16,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174565",FALSE
174567,"Soup, cream of chicken, dry, mix, prepared with water",,súp & nước sốt,41,0.68,5.11,2.04,0.1,,454,82,37,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174567",FALSE
174568,"Soup, onion, dry, mix, prepared with water",,súp & nước sốt,12,0.32,2.77,0.01,0.3,,346,31,9,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174568",FALSE
174569,"Soup, tomato, dry, mix, prepared with water",,súp & nước sốt,38,0.93,7.17,0.61,0.4,,356,111,33,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174569",FALSE
174570,"Roast beef, deli style, prepackaged, sliced",,thịt chế biến,115,18.62,0.64,3.69,0,,853,647,242,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174570",FALSE
174571,"Luncheon meat, pork, canned",,thịt chế biến,334,12.5,2.1,30.3,0,,1289,215,82,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174571",FALSE
174572,"Turkey breast, low salt, prepackaged or deli, luncheon meat",,thịt chế biến,109,21.81,3.51,0.83,0.5,,772,211,162,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174572",FALSE
174573,"Mortadella, beef, pork",,thịt chế biến,311,16.37,3.05,25.39,0,,1246,163,97,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174573",FALSE
174574,"Peppered loaf, pork, beef",,thịt chế biến,149,17.3,4.53,6.37,0,,732,394,170,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174574",FALSE
174575,"Pepperoni, beef and pork, sliced",,thịt chế biến,504,19.25,1.18,46.28,0,,1582,274,158,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174575",FALSE
174576,"Pickle and pimiento loaf, pork",,thịt chế biến,225,11.23,8.46,15.95,1.5,,1040,371,153,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174576",FALSE
174577,"Polish sausage, pork",,thịt chế biến,326,14.1,1.63,28.72,0,,876,237,136,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174577",FALSE
174578,"Pork sausage, link/patty, cooked, pan-fried",,thịt chế biến,325,18.53,1.42,27.25,0,,814,342,149,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174578",FALSE
174579,"Sausage, pork and beef, fresh, cooked",,thịt chế biến,396,13.8,2.7,36.25,0,,929,189,107,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174579",FALSE
174580,"Sausage, turkey, reduced fat, brown and serve, cooked",,thịt chế biến,204,17,10.92,10.3,0.3,,721,207,164,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174580",FALSE
174581,Poultry salad sandwich spread,,thịt chế biến,200,11.64,7.41,13.52,0,,653,183,33,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174581",FALSE
174582,"Salami, dry or hard, pork, beef",,thịt chế biến,378,21.07,0.72,31.65,0,,1756,363,192,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174582",FALSE
174583,"Sandwich spread, pork, beef",,thịt chế biến,235,7.66,11.94,17.34,0.2,,1013,110,59,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174583",FALSE
174584,"Sausage, smoked link sausage, pork",,thịt chế biến,309,11.98,0.94,28.23,0,,827,483,157,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174584",FALSE
174585,"Sausage, smoked link sausage, pork and beef",,thịt chế biến,320,12,2.42,28.73,0,,911,179,121,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174585",FALSE
174586,"Sausage, Italian, pork, mild, cooked, pan-fried",,thịt chế biến,324,18.4,1.86,26.4,0,,801,339,152,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174586",FALSE
174587,"Luncheon sausage, pork and beef",,thịt chế biến,260,15.38,1.58,20.9,0,,1182,245,122,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174587",FALSE
174588,"Sausage, New england brand, pork, beef",,thịt chế biến,161,17.27,4.83,7.58,0,,1220,321,136,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174588",FALSE
174589,"Oscar Mayer, Bologna (beef)",,thịt chế biến,316,11.05,2.45,29.1,0,,1179,168,109,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174589",FALSE
174590,"Oscar Mayer, Smokies Sausage Little Cheese (pork, turkey)",,thịt chế biến,315,13.5,1.7,28.2,0,,1036,152,248,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174590",FALSE
174591,"Oscar Mayer, Wieners (beef franks)",,thịt chế biến,329,11.35,2.78,30.26,0,,1025,130,140,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174591",FALSE
174594,"Luncheon meat, pork and chicken, minced, canned, includes Spam Lite",,thịt chế biến,196,15.23,1.35,13.9,0,,1032,461,109,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174594",FALSE
174595,"Bratwurst, veal, cooked",,thịt chế biến,341,13.99,0,31.7,0,,60,231,150,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174595",FALSE
174596,Liverwurst spread,,thịt chế biến,305,12.38,5.89,25.45,2.5,,700,170,230,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174596",FALSE
174597,Roast beef spread,,thịt chế biến,223,15.27,3.73,16.28,0.2,,724,259,116,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174597",FALSE
174598,"Salami, pork, beef, less sodium",,thịt chế biến,396,15.01,15.38,30.5,0.2,,623,1372,272,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174598",FALSE
174599,"Sausage, summer, pork and beef, sticks, with cheddar cheese",,thịt chế biến,426,19.43,1.82,37.91,0.2,,1483,206,178,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174599",FALSE
174600,"Sausage, turkey, breakfast links, mild, raw",,thịt chế biến,174,15.91,3.18,10.39,0,,714,258,174,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174600",FALSE
174601,"Swisswurst, pork and beef, with swiss cheese, smoked",,thịt chế biến,307,12.69,1.6,27.37,0,,827,206,178,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174601",FALSE
174602,Bacon and beef sticks,,thịt chế biến,517,29.1,0.8,44.2,0,,1420,385,142,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174602",FALSE
174603,"Salami, Italian, pork",,thịt chế biến,425,21.7,1.2,37,0,,1890,340,229,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174603",FALSE
174604,"Sausage, Italian, turkey, smoked",,thịt chế biến,158,15.05,4.65,8.75,0.9,,928,197,185,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174604",FALSE
174605,"Sausage, chicken, beef, pork, skinless, smoked",,thịt chế biến,216,13.6,8.1,14.3,0,,1034,246,132,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174605",FALSE
174606,"Sausage, turkey, hot, smoked",,thịt chế biến,158,15.05,4.65,8.75,0.3,,916,197,185,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174606",FALSE
174608,"Chicken breast, roll, oven-roasted",,thịt chế biến,134,14.59,1.79,7.65,0,,883,324,121,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174608",FALSE
174609,"Bologna, pork and turkey, lite",,thịt chế biến,211,13.06,3.45,16.06,0,,716,138,94,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174609",FALSE
174610,"Bologna, pork, turkey and beef",,thịt chế biến,336,11.56,6.66,29.25,0,,1055,222,128,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174610",FALSE
174611,"Ham, honey, smoked, cooked",,thịt chế biến,122,17.93,7.27,2.37,0,,900,165,384,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174611",FALSE
174613,"Turkey, white, rotisserie, deli cut",,thịt chế biến,112,13.5,7.7,3,0.4,,1200,349,158,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174613",FALSE
174614,"Frankfurter, beef, heated",,thịt chế biến,322,11.69,2.66,29.36,0,,852,252,139,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174614",FALSE
174615,"Frankfurter, meat, heated",,thịt chế biến,278,9.77,4.9,24.31,0,,1013,141,211,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174615",FALSE
174616,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",,thịt chế biến,327,12.9,4.61,28.22,0,,904,285,126,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174616",FALSE
174617,"Sausage, turkey, fresh, raw",,thịt chế biến,155,18.79,0.47,8.08,0,,593,262,177,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174617",FALSE
174618,"Sausage, beef, fresh, cooked",,thịt chế biến,332,18.21,0.35,27.98,0,,813,258,141,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174618",FALSE
174619,"Cereals ready-to-eat, MALT-O-MEAL, COCO-ROOS",,ngũ cốc ăn sáng,389,3.41,86.75,4.61,3.3,,350,201,72,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174619",FALSE
174620,"Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE",,ngũ cốc ăn sáng,374,9.14,79.02,4.1,6.3,,463,260,390,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174620",FALSE
174621,"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S",,ngũ cốc ăn sáng,412,3.92,83.65,7.63,2.1,,679,167,133,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174621",FALSE
174622,"Cereals ready-to-eat, QUAKER, Oatmeal Squares",,ngũ cốc ăn sáng,379,11.38,77.77,4.83,8.3,,347,357,371,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174622",FALSE
174623,"Cereals ready-to-eat, QUAKER, Oatmeal Squares, cinnamon",,ngũ cốc ăn sáng,379,11.23,78.09,4.88,8.7,,344,359,369,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174623",FALSE
174624,"Cereals, QUAKER, Instant Oatmeal, fruit and cream variety, dry",,ngũ cốc ăn sáng,379,8.3,75.42,6.37,6,,499,280,300,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174624",FALSE
174625,"Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry",,ngũ cốc ăn sáng,371,8.82,72.41,6.98,6.9,,516,374,296,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174625",FALSE
174626,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, dry",,ngũ cốc ăn sáng,364,17.03,62.94,7.97,14.3,,5,579,694,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174626",FALSE
174627,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, prepared with water, no salt",,ngũ cốc ăn sáng,43,2.03,7.49,0.95,1.7,,3,69,83,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174627",FALSE
174628,"Cereals ready-to-eat, Post, Waffle Crisp",,ngũ cốc ăn sáng,390,6.6,83,5,4.4,,596,212,237,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174628",FALSE
174629,"Cereals, QUAKER, hominy grits, white, quick, dry",,ngũ cốc ăn sáng,348,8.8,79.6,1.2,4.8,,1,137,73,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174629",FALSE
174630,"Cereals, QUAKER, hominy grits, white, regular, dry",,ngũ cốc ăn sáng,361,8.8,79.2,1.6,1.6,,1,137,73,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174630",FALSE
174631,"Cereals ready-to-eat, MALT-O-MEAL, COLOSSAL CRUNCH",,ngũ cốc ăn sáng,401,3.64,81.59,5.28,1.7,,806,110,57,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174631",FALSE
174632,"Cereals ready-to-eat, QUAKER, MOTHER'S Cinnamon Oat Crunch",,ngũ cốc ăn sáng,382,10.6,79.79,4.56,8.1,,275,325,347,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174632",FALSE
174633,"Cereals ready-to-eat, QUAKER, MOTHER'S GRAHAM BUMPERS",,ngũ cốc ăn sáng,379,4.55,88.89,1.45,2.6,,758,199,156,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174633",FALSE
174634,"Cereals ready-to-eat, QUAKER, MOTHER'S COCOA BUMPERS",,ngũ cốc ăn sáng,382,4.21,89.91,1.61,2.7,,452,226,166,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174634",FALSE
174636,"Cereals, QUAKER, Instant Oatmeal, Cinnamon-Spice, dry",,ngũ cốc ăn sáng,369,10.39,74.52,5.1,8.2,,416,303,353,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174636",FALSE
174637,"Cereals, QUAKER, Instant Oatmeal, DINOSAUR EGGS, Brown Sugar, dry",,ngũ cốc ăn sáng,384,8.69,73.68,7.59,6.4,,500,250,302,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174637",FALSE
174638,"Cereals, QUAKER, Instant Oatmeal, Banana Bread, dry",,ngũ cốc ăn sáng,368,8.97,75.7,4.85,6.7,,700,287,315,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174638",FALSE
174640,"Cereals, QUAKER, Quick Oats with Iron, Dry",,ngũ cốc ăn sáng,371,13.7,68.18,6.87,9.4,,3,358,458,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174640",FALSE
174641,"Cereals, QUAKER, Whole Wheat Natural Cereal, dry",,ngũ cốc ăn sáng,333,11.8,74.8,2,9.9,,8,502,406,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174641",FALSE
174642,"Cereals ready-to-eat, MALT-O-MEAL, Honey BUZZERS",,ngũ cốc ăn sáng,379,3.45,89.66,1.72,3.4,,759,121,69,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174642",FALSE
174643,"Cereals ready-to-eat, MALT-O-MEAL, GOLDEN PUFFS",,ngũ cốc ăn sáng,370,5.77,89.72,0.89,2.6,,204,204,222,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174643",FALSE
174644,"Cereals ready-to-eat, MOM'S BEST, Honey Nut TOASTY O'S",,ngũ cốc ăn sáng,388,8.6,79.84,4.51,6.3,,683,241,315,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174644",FALSE
174645,"Cereals ready-to-eat, MALT-O-MEAL, Apple ZINGS",,ngũ cốc ăn sáng,390,4.51,87.3,2.71,2.3,,454,96,61,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174645",FALSE
174646,"Cereals ready-to-eat, MALT-O-MEAL, CINNAMON TOASTERS",,ngũ cốc ăn sáng,425,3.32,78.33,12.06,5,,473,157,250,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174646",FALSE
174647,"Cereals ready-to-eat, MALT-O-MEAL, Cocoa DYNO-BITES",,ngũ cốc ăn sáng,397,4.15,87.93,3.43,1.1,,534,181,69,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174647",FALSE
174648,"Cereals ready-to-eat, RALSTON Corn Flakes",,ngũ cốc ăn sáng,384,5.9,88.01,0.91,2.7,,571,107,33,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174648",FALSE
174649,"Cereals ready-to-eat, RALSTON Crispy Hexagons",,ngũ cốc ăn sáng,379,5.94,86.78,0.95,1.5,,517,224,63,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174649",FALSE
174650,Milk and cereal bar,,đồ ăn vặt,413,6.47,72.05,10.98,0.4,,319,254,155,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174650",FALSE
174651,"Cereals, MALT-O-MEAL, original, plain, prepared with water, without salt",,ngũ cốc ăn sáng,48,1.67,10.09,0.09,0.3,,0,14,22,,,,,,,USDA,"USDA FoodData Central (SR Legacy), fdcId:174651",FALSE
